hitid	hittypeid	title	description	keywords	reward	creationtime	assignments	numavailable	numpending	numcomplete	hitstatus	reviewstatus	annotation	assignmentduration	autoapprovaldelay	hitlifetime	viewhit	assignmentid	workerid	assignmentstatus	autoapprovaltime	assignmentaccepttime	assignmentsubmittime	assignmentapprovaltime	assignmentrejecttime	deadline	feedback	reject	Answer.unscrambleResult	Answer.cost	Answer.difficulty
3JUDR1D0D6572RE06DEL2UY4TGIQ2Z	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:33 EST 2016	3	0	0	2	Reviewable	NotReviewed	scrambled#0.01#2	3600	2592000	Sun Feb 28 01:22:33 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3JUDR1D0D6572RE06DEL2UY4TGIQ2Z	3KRVW3HTZOZC9VU0Y1RC1NMLRD3MSJ	AQL2N2W222GBS	Rejected	Sun Mar 27 10:00:31 EDT 2016	Fri Feb 26 08:45:53 EST 2016	Fri Feb 26 09:00:31 EST 2016		Fri Feb 26 11:24:00 EST 2016		Duplicate submission: as per assignment instructions, once you've submitted, do not accept any more of our HITs of the same kind. If you do, you will be rejected.	y		0.01	2
3NBFJK3IOHWUW99RQF76FTX5OY6OG9	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:33 EST 2016	4	0	0	3	Reviewable	NotReviewed	scrambled#0.03#1	3600	2592000	Sun Feb 28 01:22:33 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3NBFJK3IOHWUW99RQF76FTX5OY6OG9	3TE3O85731MA1CQU9U8NW43RZ712RK	AT3S0S6E0M19G	Rejected	Sun Mar 27 15:25:26 EDT 2016	Fri Feb 26 14:25:18 EST 2016	Fri Feb 26 14:25:26 EST 2016		Fri Feb 26 18:42:49 EST 2016		As per the assignment instructions, please only accept one of our HITs. (You submitted 3; we will accept one, but not all three.)	y		0.03	1
3VMV5CHJZ8TA91EZMWT5933SN6NTG0	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:34 EST 2016	4	0	0	3	Reviewable	NotReviewed	scrambled#0.03#3	3600	2592000	Sun Feb 28 01:22:34 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3VMV5CHJZ8TA91EZMWT5933SN6NTG0	3NLZY2D53Q3GQXX26L1S6ASV9LQLQR	AT3S0S6E0M19G	Rejected	Sun Mar 27 15:25:15 EDT 2016	Fri Feb 26 14:25:02 EST 2016	Fri Feb 26 14:25:15 EST 2016		Fri Feb 26 18:43:15 EST 2016		As per the assignment instructions, please only accept one of our HITs. (You submitted 3; we will accept one, but not all three.)	y		0.03	3
3J5XXLQDHMPOSH60WCM0RR24GMY3VI	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:31 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.05#1	3600	2592000	Sun Feb 28 01:22:31 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3J5XXLQDHMPOSH60WCM0RR24GMY3VI	3IXQG4FA2UCYLPU4Y61C6C61NQ2B90	A10EME2GN75W5Y	Approved	Sun Mar 27 08:12:20 EDT 2016	Fri Feb 26 07:11:16 EST 2016	Fri Feb 26 07:12:20 EST 2016	Fri Feb 26 15:01:34 EST 2016					A third ||| of the money ||| is ||| mine ||| . |||  $$$ 	0.05	1
3W5PY7V3UPLGHP3U4817EXNNU0LYJX	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:32 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.01#1	3600	2592000	Sun Feb 28 01:22:32 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3W5PY7V3UPLGHP3U4817EXNNU0LYJX	3QUO65DNQV2GOB7G0M1P8STE7A3UOM	A1ANHN5HZDSLTI	Approved	Sun Mar 27 09:49:35 EDT 2016	Fri Feb 26 08:43:11 EST 2016	Fri Feb 26 08:49:35 EST 2016	Fri Feb 26 14:59:45 EST 2016					A third ||| of the money ||| is ||| mine ||| . |||  $$$ There ||| are some portability issues with Boost ||| , ||| but ||| STL ||| is very portable ||| . |||  $$$ In ||| which city ||| is ||| John 's laptop ||| on the evening of Dec. 10th ||| ? |||  $$$ Have ||| prisoners ||| imprisoned during October 15-16 riots ||| been ||| released ||| ? |||  $$$ Was ||| the ||| painting ||| harmed ||| during the war ||| ? |||  $$$ Walt ||| Disney ||| cuts ||| down ||| on fat , calories ||| . |||  $$$ I ||| ate ||| a stick of chewing gum ||| . |||  $$$ Mattel ||| , ||| UnitedHealth ||| rise ||| . |||  $$$ Stanford ||| is ||| located in California ||| . |||  $$$ The ||| baby ||| learned ||| to crawl , walk , and then talk ||| . |||  $$$ Pick ||| up ||| the torque wrench ||| . |||  $$$ Is ||| this ||| his ||| computer ||| ? |||  $$$ Laptop battery recall saga ||| : ||| Sony ||| joins in ||| . |||  $$$ Most ||| dogs ||| eat ||| kibble ||| . |||  $$$ Turn ||| left ||| at the light ||| . |||  $$$ Carnage ||| in ||| Sri Lanka ||| . |||  $$$ Are ||| you ||| going ||| ? |||  $$$ How ||| are ||| you ||| ? |||  $$$ Get ||| me ||| the book on the coffee table ||| . |||  $$$ The ||| dog ||| bit ||| the cat ||| . |||  $$$ A third ||| of the crows ||| are ||| dead ||| . |||  $$$ One in two injecting drug users ||| in Jakarta ||| now ||| test ||| positive for HIV ||| . |||  $$$ But ||| Cech ||| stays ||| in ||| for observation ||| . |||  $$$ All ||| four ||| have ||| denied they are linked to al-Qaeda ||| . |||  $$$ In ||| the 60s ||| , ||| Yoko ||| Ono ||| married John Lennon ||| and ||| campaigned for peace in Vietnam ||| . |||  $$$ Healthy ||| move ||| for ||| Disney ||| ? |||  $$$ Japan ||| welcomes UN resolution on N Korea ||| , ||| eyes further sanction ||| . |||  $$$ Food ||| shortages ||| looming ||| as N Korea faces sanctions ||| . |||  $$$ NK ||| test ||| yet ||| to be confirmed ||| . |||  $$$ The ||| European ||| parliament ||| is ||| the only directly elected EU body ||| . |||  $$$ 	0.01	1
3TKSOBLOHLUEMYC76OA68Y691MVBBB	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:34 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.01#3	3600	2592000	Sun Feb 28 01:22:34 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3TKSOBLOHLUEMYC76OA68Y691MVBBB	3QFUFYSY9ZTN1008MDRH8UM6GWP4FO	A1C1V5NOGHGR1O	Approved	Sun Mar 27 10:43:31 EDT 2016	Fri Feb 26 09:40:10 EST 2016	Fri Feb 26 09:43:31 EST 2016	Fri Feb 26 14:44:14 EST 2016					Why ||| did ||| n't ||| you ||| bring ||| your ||| dictionary ||| today ||| ? |||  $$$ Torvalds ||| Linus ||| wrote ||| a ||| famous ||| rant ||| on ||| hating ||| C++ ||| . |||  $$$ Have ||| prisoners ||| been ||| released ||| during ||| imprisoned ||| riots ||| October ||| 15-16 ||| ? |||  $$$ When ||| was ||| the ||| attack ||| on ||| the ||| London ||| subway ||| ? |||  $$$ 	0.01	3
36FFXPMST928W542ALPO0T963YJOH8	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:33 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.03#2	3600	2592000	Sun Feb 28 01:22:33 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=36FFXPMST928W542ALPO0T963YJOH8	36H9ULYP638D4IJTPKELEWBPYTFJFU	A1FL20WGFRJS1T	Approved	Sun Mar 27 09:50:10 EDT 2016	Fri Feb 26 08:47:20 EST 2016	Fri Feb 26 08:50:10 EST 2016	Fri Feb 26 14:51:15 EST 2016						0.03	2
36AZSFEYZ4ETVCADB5169A0G4EAVB0	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:35 EST 2016	2	0	0	1	Reviewable	NotReviewed	scrambled#0.05#3	3600	2592000	Sun Feb 28 01:22:35 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=36AZSFEYZ4ETVCADB5169A0G4EAVB0	3P4RDNWND6KXE9LJQSK6HTOHELRIJ4	A1FQKP544P97KW	Submitted	Sun Mar 27 13:02:54 EDT 2016	Fri Feb 26 12:01:52 EST 2016	Fri Feb 26 12:02:54 EST 2016						Why ||| did ||| n't ||| you ||| bring ||| your ||| dictionary ||| today ||| ? |||  $$$ 	0.05	3
3R15W654VD7D3D08GJWQHQXDZGAQLP	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:35 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.03#3	3600	2592000	Sun Feb 28 01:22:35 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3R15W654VD7D3D08GJWQHQXDZGAQLP	326O153BMJC8VIJ5KD84TGVCH8UDEJ	A1GHLU2WTSFD37	Approved	Sun Mar 27 08:06:03 EDT 2016	Fri Feb 26 07:05:27 EST 2016	Fri Feb 26 07:06:03 EST 2016	Fri Feb 26 14:40:26 EST 2016						0.03	3
3O2Y2UIUCQ85SISHH39VQRGK3EVKFL	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:32 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.05#1	3600	2592000	Sun Feb 28 01:22:32 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3O2Y2UIUCQ85SISHH39VQRGK3EVKFL	3OF2M9AATH2EKJGB8H84I3RKPN7ZKV	A1NH9NLE8FFVSW	Approved	Sun Mar 27 09:43:35 EDT 2016	Fri Feb 26 08:33:58 EST 2016	Fri Feb 26 08:43:35 EST 2016	Fri Feb 26 14:50:33 EST 2016					A third ||| of the money ||| is ||| mine ||| . |||  $$$ There ||| are some portability issues with Boost ||| , ||| but ||| STL ||| is very portable ||| . |||  $$$ In ||| which city ||| is ||| John 's laptop ||| on the evening of Dec. 10th ||| ? |||  $$$ Have ||| prisoners ||| imprisoned during October 15-16 riots ||| been ||| released ||| ? |||  $$$ Was ||| the ||| painting ||| harmed ||| during the war ||| ? |||  $$$ Walt ||| Disney ||| cuts ||| down ||| on fat , calories ||| . |||  $$$ I ||| ate ||| a stick of chewing gum ||| . |||  $$$ Mattel ||| , ||| UnitedHealth ||| rise ||| . |||  $$$ Stanford ||| is ||| located in California ||| . |||  $$$ The ||| baby ||| learned ||| to crawl , walk , and then talk ||| . |||  $$$ Pick ||| up ||| the torque wrench ||| . |||  $$$ Is ||| this ||| his ||| computer ||| ? |||  $$$ Laptop battery recall saga ||| : ||| Sony ||| joins in ||| . |||  $$$ Most ||| dogs ||| eat ||| kibble ||| . |||  $$$ Turn ||| left ||| at the light ||| . |||  $$$ Sri Lanka ||| in ||| Carnage ||| . |||  $$$ Are ||| you ||| going ||| ? |||  $$$ How ||| are ||| you ||| ? |||  $$$ Get ||| me ||| the book on the coffee table ||| . |||  $$$ The ||| dog ||| bit ||| the cat ||| . |||  $$$ A third ||| of the crows ||| are ||| dead ||| . |||  $$$ One in two injecting drug users ||| test ||| positive for HIV ||| in Jakarta ||| now ||| . |||  $$$ But ||| Cech ||| stays ||| in ||| for observation ||| . |||  $$$ All ||| four ||| have ||| denied they are linked to al-Qaeda ||| . |||  $$$ In ||| the 60s ||| , ||| Yoko ||| Ono ||| married John Lennon ||| and ||| campaigned for peace in Vietnam ||| . |||  $$$ Healthy ||| for ||| Disney ||| move ||| ? |||  $$$ Japan ||| welcomes UN resolution on N Korea ||| , ||| eyes further sanction ||| . |||  $$$ Food ||| shortages ||| looming ||| as N Korea faces sanctions ||| . |||  $$$ NK ||| test ||| yet ||| to be confirmed ||| . |||  $$$ The ||| European ||| parliament ||| is ||| the only directly elected EU body ||| . |||  $$$ 	0.05	1
3KWGG5KP6JGTFU8ABDWAXYNLV6ZMCI	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:34 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.03#2	3600	2592000	Sun Feb 28 01:22:34 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3KWGG5KP6JGTFU8ABDWAXYNLV6ZMCI	36ZN444YTSCBFKCG65CBPP53DEQOIG	A1RZT7L92M3XY0	Approved	Sun Mar 27 03:14:51 EDT 2016	Fri Feb 26 01:48:53 EST 2016	Fri Feb 26 02:14:51 EST 2016	Fri Feb 26 14:47:14 EST 2016					Has ||| a ||| US ||| Congressman ||| , ||| Jones ||| , ||| visited ||| Iraq ||| after ||| the war ||| ended ||| ? |||  $$$ Jobs ||| disses ||| Zune ||| , ||| opens ||| EB ||| Games ||| pre-orders ||| . |||  $$$ My ||| cabbage ||| crop ||| is ||| infected ||| with ||| wilt ||| . |||  $$$ Bishop ||| Mellitus ||| of ||| London ||| was ||| the ||| first ||| . |||  $$$ Laptop ||| battery ||| recall ||| : ||| Sony ||| joins ||| in ||| saga ||| . |||  $$$ Do ||| n't ||| use ||| the ||| cattle ||| prod ||| on ||| the giraffe ||| ! |||  $$$ How ||| old ||| is ||| your ||| cousin ||| ? |||  $$$ Put ||| the ||| truck ||| tire ||| on ||| the ||| pallet ||| . |||  $$$ Which ||| blouse ||| do ||| you ||| like ||| ? |||  $$$ My ||| dog ||| needed ||| surgery ||| after ||| eating a rupee coin ||| . |||  $$$ Two ||| metro ||| trains ||| crash ||| in ||| Rome ||| , ||| dozens ||| hurt ||| . |||  $$$ 'T ||| was ||| a ||| dark ||| and ||| stormy ||| night ||| . |||  $$$ I ||| call ||| that ||| lax ||| about ||| bramble pruning ||| was ||| before ||| wake up ||| . |||  $$$ Stanford ||| is ||| located ||| in ||| California ||| . |||  $$$ A ||| third ||| of ||| the ||| money ||| is ||| mine ||| . |||  $$$ I ||| saw ||| her ||| while ||| she ||| was chewing gum ||| . |||  $$$ The ||| dog ||| bit ||| the ||| cat ||| . |||  $$$ I ||| got ||| a ||| premium ||| membership ||| from ||| 24 ||| Hour ||| Fitness ||| . |||  $$$ He ||| has ||| fallen ||| in ||| love ||| with ||| arrowroot ||| milk ||| biscuits ||| . |||  $$$ Has ||| the ||| concentration ||| of ||| toxic agents ||| increased ||| in marine burials of chemical weapons ||| prior ||| to ||| 1999 ||| ? |||  $$$ UN ||| peacekeepers ||| have ||| been ||| ineffective ||| in ||| Sudan ||| . |||  $$$ Al ||| Qaeda ||| texts ||| to ||| be ||| published ||| in US book |||  $$$ Does ||| homeowners ||| insurance ||| cover ||| tornadoes ||| ? |||  $$$ Get ||| me ||| the ||| book ||| on ||| the coffee table ||| . |||  $$$ Hey ||| , ||| dog ||| , ||| eat ||| your ||| bananas ||| . |||  $$$ Why ||| did ||| n't ||| you ||| take ||| Australia-Asia ||| Airline ||| ? |||  $$$ US ||| stock ||| earnings ||| edge ||| higher ||| ; ||| focus ||| in ||| futures ||| . |||  $$$ Another ||| boss ||| bites ||| dust ||| in ||| options ||| scandal ||| . |||  $$$ Heavy ||| fighting ||| rocked ||| Najaf ||| again ||| Monday ||| . |||  $$$ The ||| lettuce ||| has ||| sat ||| out ||| so ||| long ||| it started to wilt ||| . |||  $$$ 	0.03	2
39TX062QX12GW6BVWRNIFCZPWX63XL	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:34 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.05#2	3600	2592000	Sun Feb 28 01:22:34 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=39TX062QX12GW6BVWRNIFCZPWX63XL	31IBVUNM9TDMVDJN69S4HKMJTGKFV9	A1S6C5E1PQEPNW	Approved	Sun Mar 27 09:31:27 EDT 2016	Fri Feb 26 08:29:17 EST 2016	Fri Feb 26 08:31:27 EST 2016	Fri Feb 26 14:46:29 EST 2016					Has ||| Jones ||| , ||| a ||| US ||| Congressman ||| , ||| visited ||| Iraq ||| after ||| the war ||| ended ||| ? |||  $$$ 	0.05	2
3HY86PZXPYWBG36ZEIJ73UZLI7HE1V	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:34 EST 2016	4	0	0	3	Reviewable	NotReviewed	scrambled#0.05#2	3600	2592000	Sun Feb 28 01:22:34 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3HY86PZXPYWBG36ZEIJ73UZLI7HE1V	3DEL4X4EL7ZKZT5DBELAUQQKF30XYB	A1SVY6OLOUWIOZ	Submitted	Sun Mar 27 19:53:37 EDT 2016	Fri Feb 26 18:39:09 EST 2016	Fri Feb 26 18:53:37 EST 2016						Has ||| Jones ||| , ||| a ||| US ||| Congressman ||| , ||| visited ||| Iraq ||| after ||| the war ||| ended ||| ? |||  $$$ Jobs ||| disses ||| Zune ||| Games ||| , ||| EB ||| opens ||| pre-orders ||| . |||  $$$ My ||| cabbage ||| crop ||| is ||| infected ||| with ||| wilt ||| . |||  $$$ Mellitus ||| was ||| the ||| first ||| Bishop ||| of ||| London ||| . |||  $$$ Laptop ||| recall ||| : ||| Sony ||| joins ||| in ||| battery ||| saga ||| . |||  $$$ Do ||| cattle ||| use ||| the ||| prod ||| n't ||| on ||| the giraffe ||| ! |||  $$$ How ||| old ||| is ||| your ||| cousin ||| ? |||  $$$ Put ||| the ||| tire ||| pallet ||| on ||| the ||| truck ||| . |||  $$$ Which ||| blouse ||| do ||| you ||| like ||| ? |||  $$$ My ||| dog ||| needed ||| surgery ||| after ||| eating a rupee coin ||| . |||  $$$ Two ||| metro ||| trains ||| crash ||| in ||| Rome ||| , ||| dozens ||| hurt ||| . |||  $$$ 'T ||| was ||| a ||| dark ||| and ||| stormy ||| night ||| . |||  $$$ I ||| was ||| about ||| lax ||| before ||| wake up ||| call ||| that ||| bramble pruning ||| . |||  $$$ Stanford ||| is ||| located ||| in ||| California ||| . |||  $$$ A ||| third ||| of ||| the ||| money ||| is ||| mine ||| . |||  $$$ I ||| saw ||| her ||| while ||| she ||| was chewing gum ||| . |||  $$$ The ||| dog ||| bit ||| the ||| cat ||| . |||  $$$ I ||| got ||| a ||| premium ||| membership ||| from ||| 24 ||| Hour ||| Fitness ||| . |||  $$$ He ||| has ||| fallen ||| in ||| love ||| with ||| arrowroot ||| milk ||| biscuits ||| . |||  $$$ 	0.05	2
360ZO6N6J1XRHW17ZTMJV8MDPLWM91	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:31 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.01#1	3600	2592000	Sun Feb 28 01:22:31 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=360ZO6N6J1XRHW17ZTMJV8MDPLWM91	3NOKK93PR2MDNOX5G8JOZYDXHK2EEK	A1WDUICI1FG9F	Approved	Sun Mar 27 09:35:28 EDT 2016	Fri Feb 26 08:32:54 EST 2016	Fri Feb 26 08:35:28 EST 2016	Fri Feb 26 15:04:09 EST 2016					A third ||| of the money ||| is ||| mine ||| . |||  $$$ 	0.01	1
33P2GD6NRN6P6EJNCTXVTCSXJT8KHJ	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:34 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.03#2	3600	2592000	Sun Feb 28 01:22:34 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=33P2GD6NRN6P6EJNCTXVTCSXJT8KHJ	3QY7M81QH80V09A5PMGLRJYLFUK7K1	A1WF5UHB8ZBG68	Approved	Sun Mar 27 07:50:56 EDT 2016	Fri Feb 26 06:50:01 EST 2016	Fri Feb 26 06:50:56 EST 2016	Fri Feb 26 14:44:44 EST 2016						0.03	2
3NRZ1LDP7WKC8QGXV78AP0I19TVPZF	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:31 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.01#1	3600	2592000	Sun Feb 28 01:22:31 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3NRZ1LDP7WKC8QGXV78AP0I19TVPZF	3U8YCDAGXQU3T18GHSF98Q076MG0QW	A1WVOT35KYKR4P	Approved	Sun Mar 27 09:32:57 EDT 2016	Fri Feb 26 08:29:19 EST 2016	Fri Feb 26 08:32:57 EST 2016	Fri Feb 26 15:03:28 EST 2016					A third ||| of the money ||| is ||| mine ||| . |||  $$$ There ||| are some portability issues with Boost ||| , ||| but ||| STL ||| is very portable ||| . |||  $$$ In ||| which city ||| is ||| John 's laptop ||| on the evening of Dec. 10th ||| ? |||  $$$ Have ||| prisoners ||| imprisoned during October 15-16 riots ||| been ||| released ||| ? |||  $$$ Was ||| the ||| painting ||| harmed ||| during the war ||| ? |||  $$$ Walt ||| Disney ||| cuts ||| down ||| on fat , calories ||| . |||  $$$ I ||| ate ||| a stick of chewing gum ||| . |||  $$$ Mattel ||| , ||| UnitedHealth ||| rise ||| . |||  $$$ Stanford ||| is ||| located in California ||| . |||  $$$ The ||| baby ||| learned ||| to crawl , walk , and then talk ||| . |||  $$$ Pick ||| up ||| the torque wrench ||| . |||  $$$ Is ||| this ||| computer ||| his ||| ? |||  $$$ Laptop battery recall saga ||| : ||| Sony ||| joins in ||| . |||  $$$ Most ||| dogs ||| eat ||| kibble ||| . |||  $$$ Turn ||| left ||| at the light ||| . |||  $$$ Carnage ||| in ||| Sri Lanka ||| . |||  $$$ Are ||| you ||| going ||| ? |||  $$$ How ||| are ||| you ||| ? |||  $$$ Get ||| me ||| the book on the coffee table ||| . |||  $$$ The ||| dog ||| bit ||| the cat ||| . |||  $$$ A third ||| of the crows ||| are ||| dead ||| . |||  $$$ 	0.01	1
3MIVREZQVHC2J7IQVJKP2QKYAG5QKM	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:32 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.05#1	3600	2592000	Sun Feb 28 01:22:32 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3MIVREZQVHC2J7IQVJKP2QKYAG5QKM	32N49TQG3HWRZM2FVT6C3JBSW0GAV0	A1XUFP70P12P21	Approved	Sun Mar 27 11:01:17 EDT 2016	Fri Feb 26 09:55:21 EST 2016	Fri Feb 26 10:01:17 EST 2016	Fri Feb 26 14:59:59 EST 2016					A third ||| of the money ||| is ||| mine ||| . |||  $$$ There ||| are some portability issues with Boost ||| , ||| but ||| STL ||| is very portable ||| . |||  $$$ In ||| which city ||| is ||| John 's laptop ||| on the evening of Dec. 10th ||| ? |||  $$$ Have ||| prisoners ||| imprisoned during October 15-16 riots ||| been ||| released ||| ? |||  $$$ Was ||| the ||| painting ||| harmed ||| during the war ||| ? |||  $$$ Walt ||| Disney ||| cuts ||| down ||| on fat , calories ||| . |||  $$$ I ||| ate ||| a stick of chewing gum ||| . |||  $$$ Mattel ||| , ||| UnitedHealth ||| rise ||| . |||  $$$ Stanford ||| is ||| located in California ||| . |||  $$$ The ||| baby ||| learned ||| to crawl , walk , and then talk ||| . |||  $$$ Pick ||| up ||| the torque wrench ||| . |||  $$$ Is ||| this ||| his ||| computer ||| ? |||  $$$ Laptop battery recall saga ||| : ||| Sony ||| joins in ||| . |||  $$$ Most ||| dogs ||| eat ||| kibble ||| . |||  $$$ Turn ||| left ||| at the light ||| . |||  $$$ Carnage ||| in ||| Sri Lanka ||| . |||  $$$ Are ||| you ||| going ||| ? |||  $$$ How ||| are ||| you ||| ? |||  $$$ Get ||| me ||| the book on the coffee table ||| . |||  $$$ The ||| dog ||| bit ||| the cat ||| . |||  $$$ A third ||| of the crows ||| are ||| dead ||| . |||  $$$ One in two injecting drug users ||| now ||| test ||| positive for HIV ||| in Jakarta ||| . |||  $$$ But ||| Cech ||| stays ||| in ||| for observation ||| . |||  $$$ All ||| four ||| have ||| denied they are linked to al-Qaeda ||| . |||  $$$ In ||| the 60s ||| , ||| Yoko ||| Ono ||| campaigned for peace in Vietnam ||| and ||| married John Lennon ||| . |||  $$$ Healthy ||| move ||| for ||| Disney ||| ? |||  $$$ Japan ||| eyes further sanction ||| , ||| welcomes UN resolution on N Korea ||| . |||  $$$ Food ||| shortages ||| looming ||| as N Korea faces sanctions ||| . |||  $$$ NK ||| test ||| yet ||| to be confirmed ||| . |||  $$$ The ||| European ||| parliament ||| is ||| the only directly elected EU body ||| . |||  $$$ 	0.05	1
